pose_id,display_name,sanskrit_simplified_primary,sanskrit_latin_primary,category,subcategory,difficulty,pose_url,suggested_filename
LungeCrescentKneelingTwistReverse,Exalted Crescent Lunge Twist on the Knee,,,standing,twist,intermediate,https://pocketyoga.com/pose/LungeCrescentKneelingTwistReverse,Exalted_Crescent_Lunge_Twist_on_the_Knee
LungeCrescentTriceps,Crescent Lunge with Triceps Stretch,,,standing,balancing,intermediate,https://pocketyoga.com/pose/LungeCrescentTriceps,Crescent_Lunge_with_Triceps_Stretch
LungeCrescentTwist,Crescent Lunge Twist,,,standing,twist,intermediate,https://pocketyoga.com/pose/LungeCrescentTwist,Crescent_Lunge_Twist
LungeCrescentTwistReverse,Exalted Crescent Lunge,,,standing,twist,intermediate,https://pocketyoga.com/pose/LungeCrescentTwistReverse,Exalted_Crescent_Lunge
LungeHandsOnMat,Lizard with Straight Arms,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/LungeHandsOnMat,Lizard_with_Straight_Arms
LungeHandsOnMatBack,Lizard with Hamstring Stretch,,,arm_leg_support,forward_bend,intermediate,https://pocketyoga.com/pose/LungeHandsOnMatBack,Lizard_with_Hamstring_Stretch
LungeHandsOnMatFlying,Flying Man,eka pada koundinyasana,eka pāda kouṇḍinyāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/LungeHandsOnMatFlying,Flying_Man_Eka_Pada_Koundinyasana
LungeKneeling,Lunge on the Knee,ashva sanchalanasana,aśva sañcalanāsana,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/LungeKneeling,Lunge_on_the_Knee_Ashva_Sanchalanasana
LungeKneelingArmForward,Lunge on the Knee with Arm Extended Forward,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/LungeKneelingArmForward,Lunge_on_the_Knee_with_Arm_Extended_Forward
LungeKneelingArmUp,Lunge on the Knee with Arm Extended Up,,,arm_leg_support,twist,beginner,https://pocketyoga.com/pose/LungeKneelingArmUp,Lunge_on_the_Knee_with_Arm_Extended_Up
LungeKneelingHandsOnMat,Lizard on the Knee with Straight Arms,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/LungeKneelingHandsOnMat,Lizard_on_the_Knee_with_Straight_Arms
LungeKneelingHandsOnMatBack,Lizard on the Knee with Hamstring Stretch,,,arm_leg_support,forward_bend,beginner,https://pocketyoga.com/pose/LungeKneelingHandsOnMatBack,Lizard_on_the_Knee_with_Hamstring_Stretch
LungeKneelingPrayer,Crescent Lunge on the Knee with Prayer Hands,,,standing,neutral,beginner,https://pocketyoga.com/pose/LungeKneelingPrayer,Crescent_Lunge_on_the_Knee_with_Prayer_Hands
LungeKneelingTwist,Revolved Crescent Lunge on the Knee,parivritta anjaneyasana,parivṛtta añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeKneelingTwist,Revolved_Crescent_Lunge_on_the_Knee_Parivritta_Anjaneyasana
LungeKneelingTwistExtended,Revolved Crescent Lunge on the Knee with Arms Extended,utthita parivritta anjaneyasana,utthita parivṛtta añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeKneelingTwistExtended,Revolved_Crescent_Lunge_on_the_Knee_with_Arms_Extended_Utthita_Parivritta_Anjaneyasana
LungeKneelingTwistExtendedBound,Bound Revolved Crescent Lunge on the Knee,parivritta baddha anjaneyasana,parivṛtta baddha añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeKneelingTwistExtendedBound,Bound_Revolved_Crescent_Lunge_on_the_Knee_Parivritta_Baddha_Anjaneyasana
LungePrayer,Crescent Lunge with Prayer Hands,,,standing,neutral,intermediate,https://pocketyoga.com/pose/LungePrayer,Crescent_Lunge_with_Prayer_Hands
LungeShoulderUnderKnee,Lunge with Shoulder Under Knee,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/LungeShoulderUnderKnee,Lunge_with_Shoulder_Under_Knee
LungeTwist,Revolved Crescent Lunge,parivritta anjaneyasana,parivṛtta añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeTwist,Revolved_Crescent_Lunge_Parivritta_Anjaneyasana
LungeTwistExtended,Revolved Crescent Lunge with Arms Extended,utthita parivritta anjaneyasana,utthita parivṛtta añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeTwistExtended,Revolved_Crescent_Lunge_with_Arms_Extended_Utthita_Parivritta_Anjaneyasana
LungeTwistExtendedBound,Bound Revolved Crescent Lunge,parivritta baddha anjaneyasana,parivṛtta baddha añjaneyāsana,standing,twist,intermediate,https://pocketyoga.com/pose/LungeTwistExtendedBound,Bound_Revolved_Crescent_Lunge_Parivritta_Baddha_Anjaneyasana
MarichiI,Revolved Sage Marichi's I,,,seated,twist,intermediate,https://pocketyoga.com/pose/MarichiI,Revolved_Sage_Marichi_s_I
MarichiIII,Seated Spinal Twist,vakrasana,vakrasana,seated,twist,intermediate,https://pocketyoga.com/pose/MarichiIII,Seated_Spinal_Twist_Vakrasana
MarichiIIITraditional,Sage Marichi's III,marichyasana c,marīcyāsana c,seated,twist,intermediate,https://pocketyoga.com/pose/MarichiIIITraditional,Sage_Marichi_s_III_Marichyasana_C
MarichiIITraditional,Sage Marichi's II,marichyasana b,marīcyāsana b,seated,forward_bend,expert,https://pocketyoga.com/pose/MarichiIITraditional,Sage_Marichi_s_II_Marichyasana_B
MarichiIITraditionalPreparation,Sage Marichi's II (Preparation),,,seated,forward_bend,expert,https://pocketyoga.com/pose/MarichiIITraditionalPreparation,Sage_Marichi_s_II_Preparation
MarichiITraditional,Sage Marichi's I,marichyasana a,marīcyāsana a,seated,forward_bend,intermediate,https://pocketyoga.com/pose/MarichiITraditional,Sage_Marichi_s_I_Marichyasana_A
MarichiITraditionalPreparation,Sage Marichi's I (Preparation),,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/MarichiITraditionalPreparation,Sage_Marichi_s_I_Preparation
MarichiIVTraditional,Sage Marichi's IV,marichyasana d,marīcyāsana d,seated,twist,expert,https://pocketyoga.com/pose/MarichiIVTraditional,Sage_Marichi_s_IV_Marichyasana_D
Mountain,Mountain with Prayer Hands,tadasana,tāḍāsana,standing,neutral,beginner,https://pocketyoga.com/pose/Mountain,Mountain_with_Prayer_Hands_Tadasana
MountainArmsSide,Mountain,tadasana,tāḍāsana,standing,neutral,beginner,https://pocketyoga.com/pose/MountainArmsSide,Mountain_Tadasana
MountainArmsUp,Mountain with Arms Up and Backbend,ardha chandrasana,ardha candrāsana,standing,backbend,beginner,https://pocketyoga.com/pose/MountainArmsUp,Mountain_with_Arms_Up_and_Backbend_Ardha_Chandrasana
MountainBackbend,Mountain with Supported Backbend,utthita bhujangasana,utthita bhujaṅgāsana,standing,backbend,beginner,https://pocketyoga.com/pose/MountainBackbend,Mountain_with_Supported_Backbend_Utthita_Bhujangasana
MountainCactusArms,Mountain with Cactus Arms,,,standing,backbend,beginner,https://pocketyoga.com/pose/MountainCactusArms,Mountain_with_Cactus_Arms
MountainExtended,Mountain with Arms Up,urdhva vrikshasana,ūrdhva vṛkṣāsana,standing,neutral,beginner,https://pocketyoga.com/pose/MountainExtended,Mountain_with_Arms_Up_Urdhva_Vrikshasana
MountainFeetApart,Mountain with Feet Apart,,,standing,neutral,beginner,https://pocketyoga.com/pose/MountainFeetApart,Mountain_with_Feet_Apart
MountainSalute,Upward Salute,urdhva hastasana,ūrdhva hastāsana,standing,neutral,beginner,https://pocketyoga.com/pose/MountainSalute,Upward_Salute_Urdhva_Hastasana
MountainSideTwist,Mountain with Open Arm Twist,,,standing,twist,beginner,https://pocketyoga.com/pose/MountainSideTwist,Mountain_with_Open_Arm_Twist
Partridge,Partridge,kapinjalasana,kapiñjalāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/Partridge,Partridge_Kapinjalasana
Peacock,Peacock,mayurasana,mayūrāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/Peacock,Peacock_Mayurasana
PeacockLotus,Lotus Peacock,padma mayurasana,padma mayūrāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/PeacockLotus,Lotus_Peacock_Padma_Mayurasana
PeacockPreparation,Peacock (Preparation),,,arm_balance_and_inversion,balancing,beginner,https://pocketyoga.com/pose/PeacockPreparation,Peacock_Preparation
Pendant,Pendant,lolasana,lolāsana,arm_balance_and_inversion,balancing,intermediate,https://pocketyoga.com/pose/Pendant,Pendant_Lolasana
Pigeon,Pigeon,kapotasana,kapotāsana,arm_leg_support,backbend,expert,https://pocketyoga.com/pose/Pigeon,Pigeon_Kapotasana
PigeonFlying,Flying Pigeon,eka pada galavasana,eka pāda gālavāsana,arm_balance_and_inversion,neutral,expert,https://pocketyoga.com/pose/PigeonFlying,Flying_Pigeon_Eka_Pada_Galavasana
PigeonForwardBend,Sleeping Swan,,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/PigeonForwardBend,Sleeping_Swan
PigeonFull,Mermaid,eka pada raja kapotasana,eka pāda rāja kapotāsana,seated,backbend,intermediate,https://pocketyoga.com/pose/PigeonFull,Mermaid_Eka_Pada_Raja_Kapotasana
PigeonHalf,Half Pigeon,ardha kapotasana,ardha kapotāsana,seated,backbend,beginner,https://pocketyoga.com/pose/PigeonHalf,Half_Pigeon_Ardha_Kapotasana
PigeonKing,One Legged King Pigeon,eka pada raja kapotasana,eka pāda rāja kapotāsana,seated,backbend,expert,https://pocketyoga.com/pose/PigeonKing,One_Legged_King_Pigeon_Eka_Pada_Raja_Kapotasana
PigeonKingFull,King Pigeon,raja kapotasana,rāja kapotāsana,prone,backbend,expert,https://pocketyoga.com/pose/PigeonKingFull,King_Pigeon_Raja_Kapotasana
Plank,Plank,phalakasana,phalakāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/Plank,Plank_Phalakasana
PlankAwkward,Awkward Plank,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankAwkward,Awkward_Plank
PlankDolphin,Forearm Plank,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankDolphin,Forearm_Plank
PlankDolphinKneeling,Forearm Plank on the Knees,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/PlankDolphinKneeling,Forearm_Plank_on_the_Knees
PlankDolphinKneeToElbow,Forearm Plank with Knee to Tricep,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankDolphinKneeToElbow,Forearm_Plank_with_Knee_to_Tricep
PlankDolphinSide,Side Forearm Plank,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankDolphinSide,Side_Forearm_Plank
PlankKneeling,Plank on the Knees,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/PlankKneeling,Plank_on_the_Knees
PlankKneelingSide,Side Plank on the Knee,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/PlankKneelingSide,Side_Plank_on_the_Knee
PlankKneeToElbow,Plank with Knee to Tricep,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankKneeToElbow,Plank_with_Knee_to_Tricep
PlankKneeToOppositeElbow,Plank with Knee to Opposite Tricep,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankKneeToOppositeElbow,Plank_with_Knee_to_Opposite_Tricep
PlankLegUp,One Legged Plank,eka pada phalakasana,eka pāda phalakāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankLegUp,One_Legged_Plank_Eka_Pada_Phalakasana
PlankLegUpKneeling,One Legged Plank on the Knees,,,arm_leg_support,balancing,beginner,https://pocketyoga.com/pose/PlankLegUpKneeling,One_Legged_Plank_on_the_Knees
PlankSide,Side Plank,vasishthasana,vasiṣṭhāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankSide,Side_Plank_Vasishthasana
PlankSideExtended,Extended Side Plank,utthita vasishthasana,utthita vasiṣṭhāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/PlankSideExtended,Extended_Side_Plank_Utthita_Vasishthasana
PlankSideFallenTriangle,Side Plank Kick,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankSideFallenTriangle,Side_Plank_Kick
PlankSideHalfLotus,Side Plank with Bound Half Lotus,kashyapasana,kaśyapāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankSideHalfLotus,Side_Plank_with_Bound_Half_Lotus_Kashyapasana
PlankSideShiva,Side Plank with Leg Behind the Head,kala bhairavasana,kāla bhairavāsana,arm_leg_support,balancing,expert,https://pocketyoga.com/pose/PlankSideShiva,Side_Plank_with_Leg_Behind_the_Head_Kala_Bhairavasana
PlankSideStar,Side Plank Star,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankSideStar,Side_Plank_Star
PlankSideTree,Side Plank Tree,,,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankSideTree,Side_Plank_Tree
PlankUpward,Upward Plank,purvottanasana,pūrvottānāsana,arm_leg_support,backbend,beginner,https://pocketyoga.com/pose/PlankUpward,Upward_Plank_Purvottanasana
PlankUpwardLegUp,One Legged Upward Plank,eka pada purvottanasana,eka pāda pūrvottānāsana,arm_leg_support,balancing,intermediate,https://pocketyoga.com/pose/PlankUpwardLegUp,One_Legged_Upward_Plank_Eka_Pada_Purvottanasana
PlankUpwardPreparation,Upward Plank (Preparation),,,seated,backbend,beginner,https://pocketyoga.com/pose/PlankUpwardPreparation,Upward_Plank_Preparation
Plow,Plow,halasana,halāsana,arm_balance_and_inversion,forward_bend,intermediate,https://pocketyoga.com/pose/Plow,Plow_Halasana
ProneBowHalf,Half Bow,ardha dhanurasana,ardha dhanurāsana,prone,backbend,intermediate,https://pocketyoga.com/pose/ProneBowHalf,Half_Bow_Ardha_Dhanurasana
ProneBowHalfPreparation,Half Bow (Preparation),,,prone,backbend,intermediate,https://pocketyoga.com/pose/ProneBowHalfPreparation,Half_Bow_Preparation
PuppyExtended,Extended Puppy,uttana shishosana,uttāna śiśosana,prone,backbend,intermediate,https://pocketyoga.com/pose/PuppyExtended,Extended_Puppy_Uttana_Shishosana
PuppyExtendedStraightLegs,Extended Puppy with Straight Legs,,,prone,backbend,intermediate,https://pocketyoga.com/pose/PuppyExtendedStraightLegs,Extended_Puppy_with_Straight_Legs
Pyramid,Pyramid with Arms Extended,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/Pyramid,Pyramid_with_Arms_Extended
PyramidArmsUpPreparation,Pyramid with Arms Up,,,standing,forward_bend,intermediate,https://pocketyoga.com/pose/PyramidArmsUpPreparation,Pyramid_with_Arms_Up
PyramidKneeling,Half Splits,ardha hanumanasana,ardha hanumānāsana,arm_leg_support,forward_bend,intermediate,https://pocketyoga.com/pose/PyramidKneeling,Half_Splits_Ardha_Hanumanasana
PyramidPrayer,Pyramid,parshvottanasana,pārśvottānāsana,standing,forward_bend,intermediate,https://pocketyoga.com/pose/PyramidPrayer,Pyramid_Parshvottanasana
PyramidPreparation,Pyramid (Preparation),,,arm_leg_support,forward_bend,intermediate,https://pocketyoga.com/pose/PyramidPreparation,Pyramid_Preparation
Rabbit,Rabbit,shashankasana,śaśankāsana,arm_leg_support,forward_bend,beginner,https://pocketyoga.com/pose/Rabbit,Rabbit_Shashankasana
RagDoll,Rag Doll,,,standing,forward_bend,beginner,https://pocketyoga.com/pose/RagDoll,Rag_Doll
RelaxedStance,Elbow Balance,shayanasana,śayanāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/RelaxedStance,Elbow_Balance_Shayanasana
Rooster,Rooster,kukkutasana,kukkuṭāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/Rooster,Rooster_Kukkutasana
RoosterUpward,Upward Rooster,urdhva kukkutasana,ūrdhva kukkuṭāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/RoosterUpward,Upward_Rooster_Urdhva_Kukkutasana
Scale,Shoulder Pressing (Preparation),,,arm_balance_and_inversion,balancing,intermediate,https://pocketyoga.com/pose/Scale,Shoulder_Pressing_Preparation
ScaleForward,Shoulder Pressing,bhuja pidasana,bhuja pīḍāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/ScaleForward,Shoulder_Pressing_Bhuja_Pidasana
Scorpion,Scorpion,vrischikasana a,vṛścikāsana a,arm_balance_and_inversion,backbend,expert,https://pocketyoga.com/pose/Scorpion,Scorpion_Vrischikasana_A
ScorpionOneLegged,One Legged Scorpion,eka pada vrischikasana a,eka pāda vṛścikāsana a,arm_balance_and_inversion,backbend,expert,https://pocketyoga.com/pose/ScorpionOneLegged,One_Legged_Scorpion_Eka_Pada_Vrischikasana_A
Seated,Seated,,,seated,neutral,beginner,https://pocketyoga.com/pose/Seated,Seated
SeatedCat,Seated Cat,upavishta marjariasana,upaviṣṭa mārjārīāsana,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedCat,Seated_Cat_Upavishta_Marjariasana
SeatedCow,Seated Cow,upavishta bitilasana,upaviṣṭa bitilāsana,seated,backbend,beginner,https://pocketyoga.com/pose/SeatedCow,Seated_Cow_Upavishta_Bitilasana
SeatedForwardBend,Seated Forward Bend I,paschimottanasana a,paścimottānāsana a,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBend,Seated_Forward_Bend_I_Paschimottanasana_A
SeatedForwardBendHalfLotus,Seated Half Bound Lotus Forward Bend,ardha baddha padma paschimottanasana,ardha baddha padma paścimottānāsana,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendHalfLotus,Seated_Half_Bound_Lotus_Forward_Bend_Ardha_Baddha_Padma_Paschimottanasana
SeatedForwardBendHalfLotusPreparation,Seated Half Bound Lotus Forward Bend (Preparation),,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendHalfLotusPreparation,Seated_Half_Bound_Lotus_Forward_Bend_Preparation
SeatedForwardBendII,Seated Forward Bend II,paschimottanasana b,paścimottānāsana b,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBendII,Seated_Forward_Bend_II_Paschimottanasana_B
SeatedForwardBendIII,Seated Forward Bend III,paschimottanasana c,paścimottānāsana c,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBendIII,Seated_Forward_Bend_III_Paschimottanasana_C
SeatedForwardBendIIIPreparation,Seated Forward Bend III (Preparation),,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendIIIPreparation,Seated_Forward_Bend_III_Preparation
SeatedForwardBendIIPreparation,Seated Forward Bend II (Preparation),,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendIIPreparation,Seated_Forward_Bend_II_Preparation
SeatedForwardBendIV,Seated Forward Bend IV,paschimottanasana d,paścimottānāsana d,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBendIV,Seated_Forward_Bend_IV_Paschimottanasana_D
SeatedForwardBendIVPreparation,Seated Forward Bend IV (Preparation),,,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBendIVPreparation,Seated_Forward_Bend_IV_Preparation
SeatedForwardBendPreparation,Seated Forward Bend I (Preparation),,,seated,forward_bend,beginner,https://pocketyoga.com/pose/SeatedForwardBendPreparation,Seated_Forward_Bend_I_Preparation
SeatedForwardBendRevolved,Revolved Seated Forward Bend,parivritta paschimottanasana,parivṛtta paścimottānāsana,seated,twist,intermediate,https://pocketyoga.com/pose/SeatedForwardBendRevolved,Revolved_Seated_Forward_Bend_Parivritta_Paschimottanasana
SeatedForwardBendThreeLimbs,Seated Three Limbed Forward Bend,trianga mukha eka pada paschimottanasana,triaṅgā mukha eka pāda paścimottānāsana,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendThreeLimbs,Seated_Three_Limbed_Forward_Bend_Trianga_Mukha_Eka_Pada_Paschimottanasana
SeatedForwardBendThreeLimbsPreparation,Seated Three Limbed Forward Bend (Preparation),,,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedForwardBendThreeLimbsPreparation,Seated_Three_Limbed_Forward_Bend_Preparation
SeatedForwardBendWideAngle,Seated Wide Angle Forward Bend I,upavishta konasana a,upaviṣṭa koṇāsana a,seated,forward_bend,expert,https://pocketyoga.com/pose/SeatedForwardBendWideAngle,Seated_Wide_Angle_Forward_Bend_I_Upavishta_Konasana_A
SeatedForwardBendWideAngleII,Seated Wide Angle Forward Bend II,upavishta konasana b,upaviṣṭa koṇāsana b,seated,forward_bend,expert,https://pocketyoga.com/pose/SeatedForwardBendWideAngleII,Seated_Wide_Angle_Forward_Bend_II_Upavishta_Konasana_B
SeatedForwardBendWideAnglePreparation,Seated Wide Angle Forward Bend I (Preparation),,,seated,forward_bend,expert,https://pocketyoga.com/pose/SeatedForwardBendWideAnglePreparation,Seated_Wide_Angle_Forward_Bend_I_Preparation
SeatedGate,Seated Gate,parighasana,parighāsana,seated,lateral_bend,intermediate,https://pocketyoga.com/pose/SeatedGate,Seated_Gate_Parighasana
SeatedGatePreparation,Seated Gate (Preparation),parighasana,parighāsana,seated,forward_bend,intermediate,https://pocketyoga.com/pose/SeatedGatePreparation,Seated_Gate_Preparation_Parighasana
SeatedHandToToeRevolved,Revolved Seated Hand to Big Toe,upavishta parivritta hasta padangushthasana,upaviṣṭa parivṛtta hasta pādāṅguṣṭhāsana,seated,twist,intermediate,https://pocketyoga.com/pose/SeatedHandToToeRevolved,Revolved_Seated_Hand_to_Big_Toe_Upavishta_Parivritta_Hasta_Padangushthasana
SeatedOnHeelsHandsOnMat,Noose (Preparation),,,seated,balancing,beginner,https://pocketyoga.com/pose/SeatedOnHeelsHandsOnMat,Noose_Preparation
SeatedOnHeelsHandsOnMatOpenedKnees,Crow (Preparation),,,seated,balancing,beginner,https://pocketyoga.com/pose/SeatedOnHeelsHandsOnMatOpenedKnees,Crow_Preparation
SeatedOnHeelsPrayer,Squatting Toe Balance,,,seated,balancing,beginner,https://pocketyoga.com/pose/SeatedOnHeelsPrayer,Squatting_Toe_Balance
SeatedOnHeelsPrayerOpenedKnees,Squatting Toe Balance with Opened Knees,,,seated,balancing,beginner,https://pocketyoga.com/pose/SeatedOnHeelsPrayerOpenedKnees,Squatting_Toe_Balance_with_Opened_Knees
SeatedOnHeelsPrayerTwist,Revolved Squatting Toe Balance,,,seated,twist,intermediate,https://pocketyoga.com/pose/SeatedOnHeelsPrayerTwist,Revolved_Squatting_Toe_Balance
SeatedOnHeelsTwistBound,Noose,pashasana,pāśāsana,seated,twist,expert,https://pocketyoga.com/pose/SeatedOnHeelsTwistBound,Noose_Pashasana
SeatedVisvamitra,Seated Compass,parivritta surya yantrasana,parivṛtta sūrya yantrāsana,seated,neutral,intermediate,https://pocketyoga.com/pose/SeatedVisvamitra,Seated_Compass_Parivritta_Surya_Yantrasana
Setu,Extended Bridge,setu bandhasana,setu bandhāsana,supine,backbend,expert,https://pocketyoga.com/pose/Setu,Extended_Bridge_Setu_Bandhasana
SetuPreparation,Extended Bridge (Preparation),,,supine,backbend,expert,https://pocketyoga.com/pose/SetuPreparation,Extended_Bridge_Preparation
ShivaSquat,Shiva Squat,,,standing,balancing,intermediate,https://pocketyoga.com/pose/ShivaSquat,Shiva_Squat
ShivaSquatPrayer,Shiva Squat with Prayer Hands,,,standing,balancing,intermediate,https://pocketyoga.com/pose/ShivaSquatPrayer,Shiva_Squat_with_Prayer_Hands
ShoulderstandLotus,Shoulder Stand with Lotus Legs,urdhva padmasana,ūrdhva padmāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/ShoulderstandLotus,Shoulder_Stand_with_Lotus_Legs_Urdhva_Padmasana
ShoulderstandSupported,Supported Shoulder Stand,salamba sarvangasana,sālamba sarvāṅgāsana,arm_balance_and_inversion,balancing,intermediate,https://pocketyoga.com/pose/ShoulderstandSupported,Supported_Shoulder_Stand_Salamba_Sarvangasana
ShoulderstandSupportedBoundAngle,Supported Shoulder Stand with Bound Angle Legs,baddha kona salamba sarvangasana,baddha koṇa sālamba sarvāṅgāsana,arm_balance_and_inversion,balancing,intermediate,https://pocketyoga.com/pose/ShoulderstandSupportedBoundAngle,Supported_Shoulder_Stand_with_Bound_Angle_Legs_Baddha_Kona_Salamba_Sarvangasana
ShoulderstandSupportedBridge,Supported Bridge,setu bandha sarvangasana,setu bandha sarvāṅgāsana,supine,backbend,expert,https://pocketyoga.com/pose/ShoulderstandSupportedBridge,Supported_Bridge_Setu_Bandha_Sarvangasana
ShoulderstandSupportedBridgeOneLegged,One Legged Supported Bridge,eka pada setu bandha sarvangasana,eka pāda setu bandha sarvāṅgāsana,supine,backbend,expert,https://pocketyoga.com/pose/ShoulderstandSupportedBridgeOneLegged,One_Legged_Supported_Bridge_Eka_Pada_Setu_Bandha_Sarvangasana
ShoulderstandSupportedEagle,Supported Shoulder Stand with Eagle Legs,,,arm_balance_and_inversion,balancing,intermediate,https://pocketyoga.com/pose/ShoulderstandSupportedEagle,Supported_Shoulder_Stand_with_Eagle_Legs
ShoulderstandSupportedHalf,Half Supported Shoulder Stand,ardha sarvangasana,ardha sarvāṅgāsana,arm_balance_and_inversion,balancing,beginner,https://pocketyoga.com/pose/ShoulderstandSupportedHalf,Half_Supported_Shoulder_Stand_Ardha_Sarvangasana
ShoulderstandSupportedOneLegged,One Legged Shoulder Stand,eka pada sarvangasana,eka pāda sarvāṅgāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/ShoulderstandSupportedOneLegged,One_Legged_Shoulder_Stand_Eka_Pada_Sarvangasana
ShoulderstandSupportedOneLeggedSide,Side One Legged Shoulder Stand,parshva eka pada sarvangasana,pārśva eka pāda sarvāṅgāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/ShoulderstandSupportedOneLeggedSide,Side_One_Legged_Shoulder_Stand_Parshva_Eka_Pada_Sarvangasana
ShoulderstandSupportedSide,Side Shoulder Stand,parshva sarvangasana,pārśva sarvāṅgāsana,arm_balance_and_inversion,twist,expert,https://pocketyoga.com/pose/ShoulderstandSupportedSide,Side_Shoulder_Stand_Parshva_Sarvangasana
ShoulderstandUnsupported,Unsupported Shoulder Stand,niralamba sarvangasana,nirālamba sarvāṅgāsana,arm_balance_and_inversion,balancing,expert,https://pocketyoga.com/pose/ShoulderstandUnsupported,Unsupported_Shoulder_Stand_Niralamba_Sarvangasana
SideAngleExtended,Revolved Side Angle,parivritta parshvakonasana,parivṛtta pārśvakoṇāsana,standing,twist,intermediate,https://pocketyoga.com/pose/SideAngleExtended,Revolved_Side_Angle_Parivritta_Parshvakonasana
SideLunge,Side Lunge,skandasana,skandāsana,seated,balancing,intermediate,https://pocketyoga.com/pose/SideLunge,Side_Lunge_Skandasana
SideLungeExtended,Side Lunge with Arms Extended,skandasana,skandāsana,seated,balancing,intermediate,https://pocketyoga.com/pose/SideLungeExtended,Side_Lunge_with_Arms_Extended_Skandasana
SideLungeExtendedBound,Bound Side Lunge,skandasana,skandāsana,seated,balancing,intermediate,https://pocketyoga.com/pose/SideLungeExtendedBound,Bound_Side_Lunge_Skandasana
Snake,Snake,sarpasana,sarpāsana,prone,backbend,beginner,https://pocketyoga.com/pose/Snake,Snake_Sarpasana
Sphinx,Sphinx,salamba bhujangasana,sālamba bhujaṅgāsana,prone,backbend,beginner,https://pocketyoga.com/pose/Sphinx,Sphinx_Salamba_Bhujangasana
SphinxNeckStretch,Sphinx with Neck Stretch,,,prone,backbend,beginner,https://pocketyoga.com/pose/SphinxNeckStretch,Sphinx_with_Neck_Stretch
SplitsFront,Front Splits,hanumanasana,hanumānāsana,seated,balancing,expert,https://pocketyoga.com/pose/SplitsFront,Front_Splits_Hanumanasana
